item,domaine,bloc,retenu,n_gauche,n_droite,gs_gauche,gs_centre,gs_droite,ratio_droite_gauche,ic_bas,ic_haut,p_permutation,p_holm,p_bh
QID30_6,personnalite,Personality,True,909.000000,567.000000,0.827302,0.807128,0.770985,0.931927,0.905619,0.955176,0.000050,0.030448,0.000350
QID30_7,personnalite,Personality,True,909.000000,567.000000,0.817513,0.799741,0.758714,0.928076,0.902085,0.951284,0.000050,0.030448,0.000350
QID30_8,personnalite,Personality,True,909.000000,567.000000,0.815063,0.799753,0.758427,0.930514,0.903496,0.954254,0.000050,0.030448,0.000350
QID125_1,personnalite,Personality,True,909.000000,567.000000,0.448825,0.427341,0.513863,1.144907,1.027545,1.271878,0.013849,1.000000,0.040355
QID125_2,personnalite,Personality,True,909.000000,567.000000,0.601174,0.609560,0.596033,0.991448,0.932167,1.056396,0.776561,1.000000,0.844510
QID125_3,personnalite,Personality,True,909.000000,567.000000,0.363834,0.380402,0.344115,0.945803,0.795704,1.109839,0.498025,1.000000,0.650853
QID125_4,personnalite,Personality,True,909.000000,567.000000,0.700949,0.673451,0.653741,0.932651,0.898623,0.959244,0.000050,0.030448,0.000350
QID125_5,personnalite,Personality,True,909.000000,567.000000,0.707371,0.644439,0.628863,0.889015,0.840356,0.930295,0.000050,0.030448,0.000350
QID125_6,personnalite,Personality,True,909.000000,567.000000,0.483120,0.486098,0.522251,1.080997,0.983141,1.181394,0.103195,1.000000,0.195781
QID125_7,personnalite,Personality,True,909.000000,567.000000,0.476052,0.458097,0.461763,0.969985,0.868067,1.079801,0.573121,1.000000,0.719651
QID125_8,personnalite,Personality,True,909.000000,567.000000,0.416261,0.297674,0.310518,0.745970,0.628906,0.879322,0.000600,0.287986,0.002768
QID125_9,personnalite,Personality,True,909.000000,567.000000,0.711563,0.675970,0.665283,0.934961,0.903365,0.960380,0.000050,0.030448,0.000350
QID125_10,personnalite,Personality,True,909.000000,567.000000,0.196118,0.136836,0.211229,1.077052,0.829253,1.374353,0.603970,1.000000,0.740076
QID125_11,personnalite,Personality,True,909.000000,567.000000,0.342032,0.294273,0.287148,0.839533,0.692237,0.998591,0.059547,1.000000,0.130416
QID125_12,personnalite,Personality,True,909.000000,567.000000,0.432799,0.375889,0.356043,0.822652,0.717908,0.937640,0.005150,1.000000,0.017521
QID125_13,personnalite,Personality,True,909.000000,567.000000,0.494521,0.419853,0.459719,0.929625,0.828885,1.030609,0.190840,1.000000,0.321944
QID125_14,personnalite,Personality,True,909.000000,567.000000,0.321368,0.312981,0.308966,0.961409,0.787363,1.146852,0.671266,1.000000,0.784647
QID125_15,personnalite,Personality,True,909.000000,567.000000,0.431246,0.409278,0.382859,0.887799,0.763809,1.023148,0.091095,1.000000,0.178202
QID125_16,personnalite,Personality,True,909.000000,567.000000,0.616604,0.525146,0.473959,0.768660,0.706312,0.835437,0.000050,0.030448,0.000350
QID125_17,personnalite,Personality,True,909.000000,567.000000,0.653158,0.656085,0.629754,0.964169,0.919392,1.001216,0.065597,1.000000,0.139299
QID125_18,personnalite,Personality,True,909.000000,567.000000,0.266256,0.231092,0.275375,1.034251,0.844906,1.269546,0.749363,1.000000,0.828121
QID125_19,personnalite,Personality,True,909.000000,567.000000,0.384733,0.398123,0.378665,0.984228,0.848711,1.148655,0.836658,1.000000,0.890778
QID125_20,personnalite,Personality,True,909.000000,567.000000,0.459032,0.454809,0.445280,0.970041,0.860096,1.103546,0.626069,1.000000,0.753510
QID125_21,personnalite,Personality,True,909.000000,567.000000,0.544518,0.513488,0.482610,0.886306,0.800640,0.967530,0.009750,1.000000,0.030448
QID233_1,personnalite,Personality,True,909.000000,567.000000,0.602148,0.571423,0.567141,0.941863,0.896295,0.991271,0.017399,1.000000,0.048830
QID233_2,personnalite,Personality,True,909.000000,567.000000,0.691979,0.660025,0.671683,0.970670,0.933023,1.009327,0.123244,1.000000,0.223379
QID233_3,personnalite,Personality,True,909.000000,567.000000,0.602511,0.591071,0.613626,1.018447,0.977004,1.061483,0.402630,1.000000,0.571565
QID233_4,personnalite,Personality,True,909.000000,567.000000,0.607193,0.641310,0.626433,1.031686,0.981873,1.083297,0.219339,1.000000,0.356937
QID233_5,personnalite,Personality,True,909.000000,567.000000,0.759982,0.746787,0.727847,0.957715,0.929103,0.983895,0.002150,0.971751,0.008287
QID233_6,personnalite,Personality,True,909.000000,567.000000,0.717003,0.766376,0.791600,1.104041,1.080478,1.130345,0.000050,0.030448,0.000350
QID233_7,personnalite,Personality,True,909.000000,567.000000,0.775347,0.759385,0.744586,0.960326,0.934691,0.982810,0.000050,0.030448,0.000350
QID233_8,personnalite,Personality,True,909.000000,567.000000,0.719373,0.726292,0.748151,1.040004,1.010123,1.067045,0.008650,1.000000,0.027435
QID233_9,personnalite,Personality,True,909.000000,567.000000,0.695236,0.702989,0.691277,0.994306,0.955436,1.028590,0.756162,1.000000,0.829735
QID233_10,personnalite,Personality,True,909.000000,567.000000,0.649494,0.660125,0.654801,1.008171,0.965392,1.047518,0.696365,1.000000,0.798656
QID233_11,personnalite,Personality,True,909.000000,567.000000,0.748596,0.751170,0.729205,0.974097,0.942216,1.003731,0.091295,1.000000,0.178202
QID233_12,personnalite,Personality,True,909.000000,567.000000,0.657124,0.651590,0.624120,0.949775,0.909901,0.988982,0.008250,1.000000,0.026442
QID233_13,personnalite,Personality,True,909.000000,567.000000,0.759546,0.738483,0.677654,0.892183,0.862617,0.917360,0.000050,0.030448,0.000350
QID233_14,personnalite,Personality,True,909.000000,567.000000,0.711512,0.656771,0.580577,0.815977,0.774575,0.856833,0.000050,0.030448,0.000350
QID233_15,personnalite,Personality,True,909.000000,567.000000,0.771412,0.732473,0.677803,0.878653,0.849998,0.906052,0.000050,0.030448,0.000350
QID233_16,personnalite,Personality,True,909.000000,567.000000,0.723044,0.707655,0.696001,0.962599,0.925830,0.997441,0.033098,1.000000,0.081607
QID36,cognitif,Cognitive tests,True,909.000000,567.000000,0.084229,0.104098,0.048248,0.572827,0.294850,0.973454,0.052847,1.000000,0.120090
QID37,cognitif,Cognitive tests,True,909.000000,567.000000,0.244484,0.307746,0.262294,1.072850,0.840316,1.328863,0.554172,1.000000,0.707180
QID38,cognitif,Cognitive tests,True,908.000000,565.000000,0.138334,0.131122,0.172441,1.246552,0.887594,1.702530,0.207990,1.000000,0.341745
QID39,cognitif,Cognitive tests,True,909.000000,567.000000,0.167924,0.174223,0.181166,1.078852,0.819179,1.410491,0.588871,1.000000,0.730887
QID40,cognitif,Cognitive tests,True,909.000000,567.000000,0.244406,0.308977,0.225937,0.924431,0.717672,1.172709,0.527224,1.000000,0.683147
QID41,cognitif,Cognitive tests,True,908.000000,566.000000,0.581729,0.587345,0.500785,0.860857,0.787203,0.928836,0.000300,0.146093,0.001462
QID42,cognitif,Cognitive tests,True,909.000000,567.000000,0.473067,0.484246,0.428864,0.906562,0.833541,0.969799,0.003650,1.000000,0.012923
QID217,cognitif,Cognitive tests,True,909.000000,567.000000,0.053552,0.072869,0.125277,2.339361,1.519079,3.794456,0.000700,0.333883,0.003181
QID218,cognitif,Cognitive tests,True,909.000000,567.000000,0.051468,0.094854,0.125277,2.434081,1.572323,4.413757,0.001050,0.490325,0.004471
QID219,cognitif,Cognitive tests,True,909.000000,567.000000,0.059774,0.122268,0.109821,1.837263,1.155419,3.085112,0.022799,1.000000,0.060634
QID220,cognitif,Cognitive tests,True,909.000000,567.000000,0.149726,0.217187,0.219468,1.465791,1.114696,1.948872,0.007700,1.000000,0.025104
QID84_4,economique,Economic preferences,True,909.000000,567.000000,0.049379,0.101029,0.068179,1.380721,0.740467,2.559664,0.340183,1.000000,0.506532
QID84_5,economique,Economic preferences,True,909.000000,567.000000,0.092225,0.116259,0.087660,0.950500,0.586748,1.476464,0.897955,1.000000,0.931609
QID84_6,economique,Economic preferences,True,909.000000,567.000000,0.111877,0.151605,0.116041,1.037218,0.696885,1.523723,0.905805,1.000000,0.933393
QID84_7,economique,Economic preferences,True,909.000000,567.000000,0.290390,0.355070,0.313285,1.078841,0.920843,1.275123,0.406030,1.000000,0.575051
QID84_8,economique,Economic preferences,True,909.000000,567.000000,0.346060,0.388222,0.397978,1.150028,1.025206,1.304702,0.036298,1.000000,0.088777
QID84_9,economique,Economic preferences,True,909.000000,567.000000,0.419845,0.451881,0.454254,1.081957,1.001727,1.169102,0.065997,1.000000,0.139477
QID84_10,economique,Economic preferences,True,909.000000,567.000000,0.465947,0.490918,0.485613,1.042206,0.996266,1.092778,0.112494,1.000000,0.208869
QID84_11,economique,Economic preferences,True,909.000000,567.000000,0.115749,0.113236,0.158182,1.366593,0.942363,1.931365,0.096995,1.000000,0.186808
QID84_12,economique,Economic preferences,True,909.000000,567.000000,0.059774,0.037150,0.074722,1.250073,0.691727,2.123207,0.379981,1.000000,0.547571
QID244_4,economique,Economic preferences,True,909.000000,567.000000,0.047285,0.079209,0.054942,1.161919,0.596497,2.138690,0.735263,1.000000,0.819270
QID244_5,economique,Economic preferences,True,909.000000,567.000000,0.055631,0.091748,0.071457,1.284482,0.721394,2.252254,0.365832,1.000000,0.532994
QID244_6,economique,Economic preferences,True,909.000000,567.000000,0.119602,0.160175,0.131371,1.098407,0.770188,1.591474,0.589271,1.000000,0.730887
QID244_7,economique,Economic preferences,True,909.000000,567.000000,0.162516,0.209362,0.172640,1.062297,0.797048,1.424594,0.711614,1.000000,0.805526
QID244_8,economique,Economic preferences,True,909.000000,567.000000,0.341126,0.376505,0.372552,1.092122,0.965985,1.243281,0.200340,1.000000,0.332444
QID244_9,economique,Economic preferences,True,909.000000,567.000000,0.390098,0.422639,0.424789,1.088928,0.995946,1.194096,0.098095,1.000000,0.187272
QID244_10,economique,Economic preferences,True,909.000000,567.000000,0.461159,0.473511,0.469024,1.017053,0.967891,1.074584,0.578821,1.000000,0.725313
QID244_11,economique,Economic preferences,True,909.000000,567.000000,0.491972,0.496549,0.491160,0.998349,0.970032,1.026258,0.913604,1.000000,0.939840
QID244_12,economique,Economic preferences,True,909.000000,567.000000,0.061839,0.063269,0.116041,1.876502,1.171343,3.057357,0.011849,1.000000,0.035724
QID244_13,economique,Economic preferences,True,909.000000,567.000000,0.026083,0.040456,0.077975,2.989529,1.579603,6.562064,0.002050,0.928604,0.007952
QID245_4,economique,Economic preferences,True,909.000000,567.000000,0.080201,0.085503,0.034712,0.432817,0.185879,0.749097,0.007200,1.000000,0.023829
QID245_5,economique,Economic preferences,True,909.000000,567.000000,0.090233,0.110202,0.061585,0.682510,0.390087,1.133096,0.143243,1.000000,0.254329
QID245_6,economique,Economic preferences,True,909.000000,567.000000,0.113815,0.163008,0.103552,0.909821,0.612776,1.328323,0.566872,1.000000,0.713274
QID245_7,economique,Economic preferences,True,909.000000,567.000000,0.262398,0.319724,0.262693,1.001124,0.819547,1.216468,0.941703,1.000000,0.960632
QID245_8,economique,Economic preferences,True,909.000000,567.000000,0.317966,0.376505,0.328117,1.031926,0.877100,1.205947,0.687816,1.000000,0.796349
QID245_9,economique,Economic preferences,True,909.000000,567.000000,0.470425,0.488883,0.480279,1.020945,0.972805,1.069112,0.413729,1.000000,0.580556
QID245_10,economique,Economic preferences,True,909.000000,567.000000,0.486738,0.499701,0.493466,1.013822,0.983253,1.045118,0.416529,1.000000,0.583141
QID245_11,economique,Economic preferences,True,909.000000,567.000000,0.500545,0.498725,0.500196,0.999303,0.988313,1.004089,0.753062,1.000000,0.829322
QID245_12,economique,Economic preferences,True,909.000000,567.000000,0.496770,0.489410,0.485613,0.977542,0.941748,1.001042,0.077796,1.000000,0.158454
QID245_13,economique,Economic preferences,True,909.000000,567.000000,0.043084,0.060046,0.074722,1.734354,0.952043,3.188020,0.077796,1.000000,0.158454
QID245_14,economique,Economic preferences,True,909.000000,567.000000,0.032494,0.033832,0.041505,1.277308,0.520215,2.799916,0.427229,1.000000,0.591877
QID246_4,economique,Economic preferences,True,909.000000,567.000000,0.149726,0.168639,0.206069,1.376302,1.039118,1.806036,0.028349,1.000000,0.072236
QID246_5,economique,Economic preferences,True,909.000000,567.000000,0.187382,0.214590,0.262693,1.401911,1.097035,1.779184,0.007750,1.000000,0.025104
QID246_6,economique,Economic preferences,True,909.000000,567.000000,0.226172,0.237533,0.284119,1.256207,1.018958,1.552631,0.040898,1.000000,0.098446
QID246_7,economique,Economic preferences,True,909.000000,567.000000,0.456061,0.463007,0.480989,1.054660,1.000446,1.111911,0.059697,1.000000,0.130416
QID246_8,economique,Economic preferences,True,909.000000,567.000000,0.474593,0.482312,0.491646,1.035931,0.995704,1.074414,0.102345,1.000000,0.194775
QID246_9,economique,Economic preferences,True,909.000000,567.000000,0.498146,0.500009,0.500059,1.003840,0.989207,1.016737,0.120394,1.000000,0.218865
QID246_10,economique,Economic preferences,True,909.000000,567.000000,0.499629,0.497454,0.489627,0.979980,0.947854,0.999083,0.023049,1.000000,0.060634
QID246_11,economique,Economic preferences,True,909.000000,567.000000,0.040975,0.040456,0.051601,1.259323,0.589270,2.353674,0.481376,1.000000,0.639550
QID246_12,economique,Economic preferences,True,909.000000,567.000000,0.021784,0.006861,0.027870,1.279358,0.440320,3.185232,0.631295,1.000000,0.753942
QID247_4,economique,Economic preferences,True,909.000000,567.000000,0.098171,0.137084,0.122210,1.244867,0.843165,1.878261,0.301685,1.000000,0.459315
QID247_5,economique,Economic preferences,True,909.000000,567.000000,0.151568,0.176997,0.181166,1.195276,0.882311,1.630981,0.225389,1.000000,0.364089
QID247_6,economique,Economic preferences,True,909.000000,567.000000,0.231043,0.254716,0.250354,1.083583,0.869730,1.345739,0.490625,1.000000,0.646734
QID247_7,economique,Economic preferences,True,909.000000,567.000000,0.277349,0.294030,0.306741,1.105976,0.927598,1.319765,0.268087,1.000000,0.415432
QID247_8,economique,Economic preferences,True,909.000000,567.000000,0.465947,0.477385,0.475754,1.021047,0.960624,1.075042,0.441028,1.000000,0.606289
QID247_9,economique,Economic preferences,True,909.000000,567.000000,0.481141,0.494023,0.492120,1.022819,0.986805,1.059469,0.232088,1.000000,0.370976
QID247_10,economique,Economic preferences,True,909.000000,567.000000,0.499969,0.500269,0.500196,1.000456,0.986082,1.008584,0.729914,1.000000,0.815628
QID247_11,economique,Economic preferences,True,909.000000,567.000000,0.497322,0.486074,0.489627,0.984526,0.951086,1.008429,0.185491,1.000000,0.315541
QID247_12,economique,Economic preferences,True,909.000000,567.000000,0.034622,0.037150,0.038115,1.100897,0.474659,2.361136,0.693765,1.000000,0.797176
QID247_13,economique,Economic preferences,True,909.000000,567.000000,0.015300,0.020441,0.024430,1.596728,0.533465,5.787189,0.410984,1.000000,0.580556
QID248_4,economique,Economic preferences,True,909.000000,567.000000,0.164324,0.232518,0.211466,1.286887,0.991030,1.701737,0.061147,1.000000,0.132521
QID248_5,economique,Economic preferences,True,909.000000,567.000000,0.212971,0.257123,0.229962,1.079785,0.862495,1.360193,0.525874,1.000000,0.682851
QID248_6,economique,Economic preferences,True,909.000000,567.000000,0.275876,0.319724,0.308935,1.119834,0.942350,1.337215,0.208190,1.000000,0.341745
QID248_7,economique,Economic preferences,True,909.000000,567.000000,0.408882,0.422639,0.435408,1.064874,0.976136,1.170442,0.203540,1.000000,0.335923
QID248_8,economique,Economic preferences,True,909.000000,567.000000,0.435774,0.457116,0.465359,1.067890,0.995219,1.145645,0.074496,1.000000,0.152755
QID248_9,economique,Economic preferences,True,909.000000,567.000000,0.499629,0.500571,0.500844,1.002432,0.993470,1.011542,0.496225,1.000000,0.649895
QID248_10,economique,Economic preferences,True,909.000000,567.000000,0.500545,0.496862,0.499386,0.997684,0.982239,1.003997,0.337483,1.000000,0.504415
QID248_11,economique,Economic preferences,True,909.000000,567.000000,0.492539,0.481644,0.483706,0.982067,0.939730,1.013194,0.258787,1.000000,0.403072
QID248_12,economique,Economic preferences,True,909.000000,567.000000,0.476076,0.454010,0.469909,0.987045,0.931748,1.038482,0.625619,1.000000,0.753510
QID248_13,economique,Economic preferences,True,909.000000,567.000000,0.015300,0.027160,0.038115,2.491223,0.984971,7.897093,0.058400,1.000000,0.128861
QID248_14,economique,Economic preferences,True,909.000000,567.000000,0.013129,0.020441,0.017512,1.333880,0.319966,5.557739,0.759244,1.000000,0.831618
QID250_1,economique,Economic preferences,True,909.000000,567.000000,0.153405,0.168639,0.164002,1.069083,0.769323,1.466168,0.703965,1.000000,0.801336
QID250_2,economique,Economic preferences,True,909.000000,567.000000,0.190857,0.209362,0.203352,1.065466,0.829285,1.397995,0.665867,1.000000,0.780067
QID250_3,economique,Economic preferences,True,909.000000,567.000000,0.204562,0.222344,0.229962,1.124168,0.892571,1.444563,0.364332,1.000000,0.532082
QID250_4,economique,Economic preferences,True,909.000000,567.000000,0.221258,0.232518,0.247848,1.120179,0.894322,1.412377,0.341533,1.000000,0.507301
QID250_5,economique,Economic preferences,True,909.000000,567.000000,0.245392,0.266634,0.262693,1.070502,0.871504,1.320364,0.495175,1.000000,0.649895
QID250_6,economique,Economic preferences,True,909.000000,567.000000,0.361558,0.384933,0.381339,1.054709,0.930732,1.184061,0.381581,1.000000,0.547571
QID250_7,economique,Economic preferences,True,909.000000,567.000000,0.394198,0.415689,0.422009,1.070551,0.964593,1.169400,0.191790,1.000000,0.322653
QID250_8,economique,Economic preferences,True,909.000000,567.000000,0.434980,0.468472,0.460498,1.058666,0.984597,1.129518,0.141043,1.000000,0.251155
QID250_9,economique,Economic preferences,True,909.000000,567.000000,0.465366,0.485476,0.476539,1.024010,0.970896,1.076055,0.372231,1.000000,0.541024
QID250_10,economique,Economic preferences,True,909.000000,567.000000,0.441202,0.456092,0.455326,1.032011,0.957513,1.099228,0.425679,1.000000,0.591877
QID250_11,economique,Economic preferences,True,909.000000,567.000000,0.393180,0.411377,0.402727,1.024281,0.924068,1.139880,0.634468,1.000000,0.754670
QID250_12,economique,Economic preferences,True,909.000000,567.000000,0.355694,0.376505,0.359726,1.011335,0.885879,1.149627,0.901305,1.000000,0.933393
QID250_13,economique,Economic preferences,True,909.000000,567.000000,0.216300,0.201430,0.242800,1.122517,0.891954,1.401407,0.344233,1.000000,0.510068
QID250_14,economique,Economic preferences,True,909.000000,567.000000,0.142312,0.137084,0.172640,1.213113,0.886651,1.647436,0.249088,1.000000,0.390965
QID251_1,economique,Economic preferences,True,909.000000,567.000000,0.189122,0.193392,0.235135,1.243298,0.956186,1.598242,0.095145,1.000000,0.183947
QID251_2,economique,Economic preferences,True,909.000000,567.000000,0.229424,0.249865,0.286437,1.248507,1.008393,1.536073,0.035048,1.000000,0.086066
QID251_3,economique,Economic preferences,True,909.000000,567.000000,0.266934,0.271318,0.297842,1.115788,0.908491,1.320400,0.282086,1.000000,0.436016
QID251_4,economique,Economic preferences,True,909.000000,567.000000,0.297466,0.307090,0.319716,1.074800,0.908394,1.257758,0.412679,1.000000,0.580556
QID251_5,economique,Economic preferences,True,909.000000,567.000000,0.323248,0.335906,0.346290,1.071281,0.923531,1.232719,0.360032,1.000000,0.527066
QID251_6,economique,Economic preferences,True,909.000000,567.000000,0.482420,0.487795,0.483706,1.002666,0.958465,1.039743,0.870506,1.000000,0.912459
QID251_7,economique,Economic preferences,True,909.000000,567.000000,0.499431,0.499861,0.500433,1.002007,0.990018,1.010545,0.629969,1.000000,0.753942
QID251_8,economique,Economic preferences,True,909.000000,567.000000,0.499431,0.498725,0.498514,0.998164,0.979594,1.009925,0.789111,1.000000,0.849061
QID251_9,economique,Economic preferences,True,909.000000,567.000000,0.492258,0.492763,0.487981,0.991312,0.956260,1.021387,0.584621,1.000000,0.729578
QID251_10,economique,Economic preferences,True,909.000000,567.000000,0.324557,0.351332,0.330186,1.017345,0.875145,1.184659,0.842508,1.000000,0.894193
QID251_11,economique,Economic preferences,True,909.000000,567.000000,0.294650,0.309225,0.284119,0.964258,0.802257,1.158221,0.724514,1.000000,0.813137
QID251_12,economique,Economic preferences,True,909.000000,567.000000,0.274397,0.287341,0.265124,0.966203,0.798729,1.172148,0.713064,1.000000,0.805670
QID251_13,economique,Economic preferences,True,909.000000,567.000000,0.187382,0.190689,0.169773,0.906027,0.674809,1.187628,0.478276,1.000000,0.637353
QID251_14,economique,Economic preferences,True,909.000000,567.000000,0.153405,0.140012,0.158182,1.031139,0.740548,1.379785,0.847208,1.000000,0.894193
QID252_1,economique,Economic preferences,True,909.000000,567.000000,0.239063,0.275955,0.250354,1.047229,0.840591,1.324898,0.701715,1.000000,0.801336
QID252_2,economique,Economic preferences,True,909.000000,567.000000,0.274397,0.302784,0.281788,1.026934,0.849656,1.236238,0.772561,1.000000,0.841663
QID252_3,economique,Economic preferences,True,909.000000,567.000000,0.300262,0.343714,0.281788,0.938473,0.776192,1.115832,0.483426,1.000000,0.639550
QID252_4,economique,Economic preferences,True,909.000000,567.000000,0.333580,0.358761,0.319716,0.958438,0.810688,1.106302,0.600370,1.000000,0.739621
QID252_5,economique,Economic preferences,True,909.000000,567.000000,0.343603,0.369549,0.326036,0.948874,0.803782,1.086491,0.471876,1.000000,0.630537
QID252_6,economique,Economic preferences,True,909.000000,567.000000,0.456061,0.480272,0.452072,0.991254,0.920077,1.056081,0.824859,1.000000,0.881296
QID252_7,economique,Economic preferences,True,909.000000,567.000000,0.474089,0.480964,0.473324,0.998385,0.943590,1.048620,0.958002,1.000000,0.968039
QID252_8,economique,Economic preferences,True,909.000000,567.000000,0.489835,0.495177,0.494301,1.009117,0.978716,1.035542,0.556222,1.000000,0.707180
QID252_9,economique,Economic preferences,True,909.000000,567.000000,0.496770,0.499530,0.499910,1.006320,0.990096,1.021353,0.391930,1.000000,0.557677
QID252_10,economique,Economic preferences,True,909.000000,567.000000,0.394198,0.400903,0.379606,0.962984,0.858222,1.074576,0.549973,1.000000,0.705123
QID252_11,economique,Economic preferences,True,909.000000,567.000000,0.332306,0.360588,0.338338,1.018151,0.886826,1.182859,0.845758,1.000000,0.894193
QID252_12,economique,Economic preferences,True,909.000000,567.000000,0.294650,0.329926,0.302316,1.026018,0.874788,1.221490,0.778311,1.000000,0.844539
QID252_13,economique,Economic preferences,True,909.000000,567.000000,0.211299,0.249865,0.229962,1.088329,0.862008,1.401867,0.470176,1.000000,0.630537
QID252_14,economique,Economic preferences,True,909.000000,567.000000,0.167924,0.204086,0.175494,1.045080,0.783847,1.402956,0.782611,1.000000,0.845377
QID276_1,economique,Economic preferences,True,909.000000,567.000000,0.219610,0.259518,0.247848,1.128584,0.903468,1.411963,0.305135,1.000000,0.461109
QID276_2,economique,Economic preferences,True,909.000000,567.000000,0.221258,0.268982,0.232555,1.051059,0.834354,1.338607,0.632618,1.000000,0.753942
QID276_3,economique,Economic preferences,True,909.000000,567.000000,0.250088,0.287341,0.242800,0.970858,0.781786,1.204175,0.762062,1.000000,0.833206
QID276_4,economique,Economic preferences,True,909.000000,567.000000,0.262398,0.298431,0.252846,0.963599,0.783357,1.184319,0.764662,1.000000,0.834550
QID276_5,economique,Economic preferences,True,909.000000,567.000000,0.274397,0.313460,0.250354,0.912376,0.743177,1.123192,0.337933,1.000000,0.504415
QID276_6,economique,Economic preferences,True,909.000000,567.000000,0.331026,0.353207,0.317585,0.959394,0.819985,1.118876,0.637668,1.000000,0.756998
QID276_7,economique,Economic preferences,True,909.000000,567.000000,0.393180,0.405463,0.355949,0.905308,0.798868,1.022980,0.097395,1.000000,0.186808
QID276_8,economique,Economic preferences,True,909.000000,567.000000,0.432566,0.441714,0.396370,0.916323,0.829762,1.015830,0.070246,1.000000,0.145511
QID276_9,economique,Economic preferences,True,909.000000,567.000000,0.446393,0.460114,0.437938,0.981061,0.906126,1.056665,0.608420,1.000000,0.744031
QID276_10,economique,Economic preferences,True,909.000000,567.000000,0.500414,0.500648,0.496170,0.991519,0.968909,1.002749,0.085146,1.000000,0.169487
QID276_11,economique,Economic preferences,True,909.000000,567.000000,0.487460,0.490427,0.499910,1.025539,1.002459,1.050968,0.046148,1.000000,0.108080
QID276_12,economique,Economic preferences,True,909.000000,567.000000,0.470963,0.480272,0.495460,1.052014,1.012170,1.091162,0.012899,1.000000,0.038469
QID276_13,economique,Economic preferences,True,909.000000,567.000000,0.423344,0.451881,0.484354,1.144116,1.071281,1.220061,0.000150,0.076196,0.000816
QID276_14,economique,Economic preferences,True,909.000000,567.000000,0.395211,0.430588,0.470781,1.191215,1.096437,1.297580,0.000150,0.076196,0.000816
QID277_1,economique,Economic preferences,True,909.000000,567.000000,0.180374,0.201430,0.247848,1.374077,1.073589,1.781128,0.013749,1.000000,0.040256
QID277_2,economique,Economic preferences,True,909.000000,567.000000,0.182134,0.206730,0.252846,1.388247,1.093802,1.773528,0.008700,1.000000,0.027451
QID277_3,economique,Economic preferences,True,909.000000,567.000000,0.194312,0.229992,0.247848,1.275515,1.015616,1.638546,0.043498,1.000000,0.103477
QID277_4,economique,Economic preferences,True,909.000000,567.000000,0.211299,0.237533,0.265124,1.254734,1.014572,1.555886,0.049898,1.000000,0.114670
QID277_5,economique,Economic preferences,True,909.000000,567.000000,0.227800,0.232518,0.265124,1.163842,0.944750,1.418883,0.169592,1.000000,0.295089
QID277_6,economique,Economic preferences,True,909.000000,567.000000,0.268437,0.307090,0.297842,1.109543,0.927588,1.327420,0.251687,1.000000,0.394030
QID277_7,economique,Economic preferences,True,909.000000,567.000000,0.317966,0.349445,0.317585,0.998802,0.854107,1.157247,0.946803,1.000000,0.961005
QID277_8,economique,Economic preferences,True,909.000000,567.000000,0.355694,0.381597,0.355949,1.000718,0.880174,1.139670,1.000000,1.000000,1.000000
QID277_9,economique,Economic preferences,True,909.000000,567.000000,0.390098,0.411377,0.394750,1.011925,0.908850,1.120571,0.854357,1.000000,0.900179
QID277_10,economique,Economic preferences,True,909.000000,567.000000,0.475092,0.466697,0.463452,0.975499,0.919606,1.028948,0.381881,1.000000,0.547571
QID277_11,economique,Economic preferences,True,909.000000,567.000000,0.500545,0.498944,0.498975,0.996863,0.982410,1.003851,0.239788,1.000000,0.379301
QID277_12,economique,Economic preferences,True,909.000000,567.000000,0.497322,0.499346,0.500844,1.007082,0.995921,1.020986,0.218289,1.000000,0.356937
QID277_13,economique,Economic preferences,True,909.000000,567.000000,0.458009,0.470199,0.482373,1.053194,0.997936,1.113536,0.068397,1.000000,0.142162
QID277_14,economique,Economic preferences,True,909.000000,567.000000,0.399214,0.441714,0.445230,1.115266,1.008928,1.223059,0.023099,1.000000,0.060634
QID278_1,economique,Economic preferences,True,909.000000,567.000000,0.257818,0.280545,0.308935,1.198266,1.002223,1.427090,0.055097,1.000000,0.124737
QID278_2,economique,Economic preferences,True,909.000000,567.000000,0.256282,0.282822,0.295586,1.153362,0.956747,1.365295,0.167892,1.000000,0.293230
QID278_3,economique,Economic preferences,True,909.000000,567.000000,0.284643,0.298431,0.308935,1.085343,0.911071,1.281421,0.330983,1.000000,0.496475
QID278_4,economique,Economic preferences,True,909.000000,567.000000,0.287526,0.309225,0.317585,1.104543,0.935921,1.296613,0.242738,1.000000,0.382972
QID278_5,economique,Economic preferences,True,909.000000,567.000000,0.305797,0.319724,0.319716,1.045519,0.889401,1.219100,0.632318,1.000000,0.753942
QID278_6,economique,Economic preferences,True,909.000000,567.000000,0.355694,0.355070,0.365297,1.026999,0.891913,1.162002,0.706165,1.000000,0.802340
QID278_7,economique,Economic preferences,True,909.000000,567.000000,0.405073,0.396236,0.401157,0.990332,0.888842,1.098306,0.814659,1.000000,0.871929
QID278_8,economique,Economic preferences,True,909.000000,567.000000,0.435774,0.427986,0.445230,1.021698,0.946846,1.106152,0.566672,1.000000,0.713274
QID278_9,economique,Economic preferences,True,909.000000,567.000000,0.454738,0.446351,0.459489,1.010447,0.947988,1.080612,0.779361,1.000000,0.844539
QID278_10,economique,Economic preferences,True,909.000000,567.000000,0.500376,0.500381,0.500807,1.000862,0.991880,1.006898,0.678066,1.000000,0.788058
