ligne,variante,remplissage_cellules_fausses,fait_foi_tableau1,n_replicats,graine,n_permutations,n_tirages_top1,n_points_spearman,replicat,rho_nul,rho_nul_moyen,rho_nul_median,rho_nul_centile5_loi_nulle,rho_nul_centile95_loi_nulle,rho_nul_min,rho_nul_max,rho_reel_observe,rho_reel_depasse_centile95_loi_nulle,nature_des_bornes,script,cache
replicat,marginal,"marginale de population par item, valeur de la personne exclue",non,100,20260912,40,3,12,56,0.9930069930,,,,,,,0.9650,,centiles 5-95 de la loi nulle (PAS un intervalle de confiance),analyses/c7_temoin_verite_appariee.py,/tmp/c7-nul-corrige-baselines-60.pkl
replicat,marginal,"marginale de population par item, valeur de la personne exclue",non,100,20260912,40,3,12,57,0.9720279720,,,,,,,0.9650,,centiles 5-95 de la loi nulle (PAS un intervalle de confiance),analyses/c7_temoin_verite_appariee.py,/tmp/c7-nul-corrige-baselines-60.pkl
replicat,marginal,"marginale de population par item, valeur de la personne exclue",non,100,20260912,40,3,12,58,0.9860139860,,,,,,,0.9650,,centiles 5-95 de la loi nulle (PAS un intervalle de confiance),analyses/c7_temoin_verite_appariee.py,/tmp/c7-nul-corrige-baselines-60.pkl
replicat,marginal,"marginale de population par item, valeur de la personne exclue",non,100,20260912,40,3,12,59,0.9720279720,,,,,,,0.9650,,centiles 5-95 de la loi nulle (PAS un intervalle de confiance),analyses/c7_temoin_verite_appariee.py,/tmp/c7-nul-corrige-baselines-60.pkl
replicat,marginal,"marginale de population par item, valeur de la personne exclue",non,100,20260912,40,3,12,60,0.9930069930,,,,,,,0.9650,,centiles 5-95 de la loi nulle (PAS un intervalle de confiance),analyses/c7_temoin_verite_appariee.py,/tmp/c7-nul-corrige-baselines-60.pkl
replicat,marginal,"marginale de population par item, valeur de la personne exclue",non,100,20260912,40,3,12,61,0.9860139860,,,,,,,0.9650,,centiles 5-95 de la loi nulle (PAS un intervalle de confiance),analyses/c7_temoin_verite_appariee.py,/tmp/c7-nul-corrige-baselines-60.pkl
replicat,marginal,"marginale de population par item, valeur de la personne exclue",non,100,20260912,40,3,12,62,0.9440559441,,,,,,,0.9650,,centiles 5-95 de la loi nulle (PAS un intervalle de confiance),analyses/c7_temoin_verite_appariee.py,/tmp/c7-nul-corrige-baselines-60.pkl
replicat,marginal,"marginale de population par item, valeur de la personne exclue",non,100,20260912,40,3,12,63,0.9930069930,,,,,,,0.9650,,centiles 5-95 de la loi nulle (PAS un intervalle de confiance),analyses/c7_temoin_verite_appariee.py,/tmp/c7-nul-corrige-baselines-60.pkl
replicat,marginal,"marginale de population par item, valeur de la personne exclue",non,100,20260912,40,3,12,64,0.9860139860,,,,,,,0.9650,,centiles 5-95 de la loi nulle (PAS un intervalle de confiance),analyses/c7_temoin_verite_appariee.py,/tmp/c7-nul-corrige-baselines-60.pkl
replicat,marginal,"marginale de population par item, valeur de la personne exclue",non,100,20260912,40,3,12,65,0.9930069930,,,,,,,0.9650,,centiles 5-95 de la loi nulle (PAS un intervalle de confiance),analyses/c7_temoin_verite_appariee.py,/tmp/c7-nul-corrige-baselines-60.pkl
replicat,marginal,"marginale de population par item, valeur de la personne exclue",non,100,20260912,40,3,12,66,0.9930069930,,,,,,,0.9650,,centiles 5-95 de la loi nulle (PAS un intervalle de confiance),analyses/c7_temoin_verite_appariee.py,/tmp/c7-nul-corrige-baselines-60.pkl
replicat,marginal,"marginale de population par item, valeur de la personne exclue",non,100,20260912,40,3,12,67,0.9930069930,,,,,,,0.9650,,centiles 5-95 de la loi nulle (PAS un intervalle de confiance),analyses/c7_temoin_verite_appariee.py,/tmp/c7-nul-corrige-baselines-60.pkl
replicat,marginal,"marginale de population par item, valeur de la personne exclue",non,100,20260912,40,3,12,68,0.9930069930,,,,,,,0.9650,,centiles 5-95 de la loi nulle (PAS un intervalle de confiance),analyses/c7_temoin_verite_appariee.py,/tmp/c7-nul-corrige-baselines-60.pkl
replicat,marginal,"marginale de population par item, valeur de la personne exclue",non,100,20260912,40,3,12,69,0.9860139860,,,,,,,0.9650,,centiles 5-95 de la loi nulle (PAS un intervalle de confiance),analyses/c7_temoin_verite_appariee.py,/tmp/c7-nul-corrige-baselines-60.pkl
replicat,marginal,"marginale de population par item, valeur de la personne exclue",non,100,20260912,40,3,12,70,0.9720279720,,,,,,,0.9650,,centiles 5-95 de la loi nulle (PAS un intervalle de confiance),analyses/c7_temoin_verite_appariee.py,/tmp/c7-nul-corrige-baselines-60.pkl
replicat,marginal,"marginale de population par item, valeur de la personne exclue",non,100,20260912,40,3,12,71,0.9930069930,,,,,,,0.9650,,centiles 5-95 de la loi nulle (PAS un intervalle de confiance),analyses/c7_temoin_verite_appariee.py,/tmp/c7-nul-corrige-baselines-60.pkl
replicat,marginal,"marginale de population par item, valeur de la personne exclue",non,100,20260912,40,3,12,72,0.9860139860,,,,,,,0.9650,,centiles 5-95 de la loi nulle (PAS un intervalle de confiance),analyses/c7_temoin_verite_appariee.py,/tmp/c7-nul-corrige-baselines-60.pkl
replicat,marginal,"marginale de population par item, valeur de la personne exclue",non,100,20260912,40,3,12,73,0.9930069930,,,,,,,0.9650,,centiles 5-95 de la loi nulle (PAS un intervalle de confiance),analyses/c7_temoin_verite_appariee.py,/tmp/c7-nul-corrige-baselines-60.pkl
replicat,marginal,"marginale de population par item, valeur de la personne exclue",non,100,20260912,40,3,12,74,0.9650349650,,,,,,,0.9650,,centiles 5-95 de la loi nulle (PAS un intervalle de confiance),analyses/c7_temoin_verite_appariee.py,/tmp/c7-nul-corrige-baselines-60.pkl
replicat,marginal,"marginale de population par item, valeur de la personne exclue",non,100,20260912,40,3,12,75,0.9912449527,,,,,,,0.9650,,centiles 5-95 de la loi nulle (PAS un intervalle de confiance),analyses/c7_temoin_verite_appariee.py,/tmp/c7-nul-corrige-baselines-60.pkl
replicat,marginal,"marginale de population par item, valeur de la personne exclue",non,100,20260912,40,3,12,76,0.9720279720,,,,,,,0.9650,,centiles 5-95 de la loi nulle (PAS un intervalle de confiance),analyses/c7_temoin_verite_appariee.py,/tmp/c7-nul-corrige-baselines-60.pkl
replicat,marginal,"marginale de population par item, valeur de la personne exclue",non,100,20260912,40,3,12,77,0.9860139860,,,,,,,0.9650,,centiles 5-95 de la loi nulle (PAS un intervalle de confiance),analyses/c7_temoin_verite_appariee.py,/tmp/c7-nul-corrige-baselines-60.pkl
replicat,marginal,"marginale de population par item, valeur de la personne exclue",non,100,20260912,40,3,12,78,0.9790209790,,,,,,,0.9650,,centiles 5-95 de la loi nulle (PAS un intervalle de confiance),analyses/c7_temoin_verite_appariee.py,/tmp/c7-nul-corrige-baselines-60.pkl
replicat,marginal,"marginale de population par item, valeur de la personne exclue",non,100,20260912,40,3,12,79,0.9930069930,,,,,,,0.9650,,centiles 5-95 de la loi nulle (PAS un intervalle de confiance),analyses/c7_temoin_verite_appariee.py,/tmp/c7-nul-corrige-baselines-60.pkl
replicat,marginal,"marginale de population par item, valeur de la personne exclue",non,100,20260912,40,3,12,80,0.9930069930,,,,,,,0.9650,,centiles 5-95 de la loi nulle (PAS un intervalle de confiance),analyses/c7_temoin_verite_appariee.py,/tmp/c7-nul-corrige-baselines-60.pkl
replicat,marginal,"marginale de population par item, valeur de la personne exclue",non,100,20260912,40,3,12,81,0.9930069930,,,,,,,0.9650,,centiles 5-95 de la loi nulle (PAS un intervalle de confiance),analyses/c7_temoin_verite_appariee.py,/tmp/c7-nul-corrige-baselines-60.pkl
replicat,marginal,"marginale de population par item, valeur de la personne exclue",non,100,20260912,40,3,12,82,0.9860139860,,,,,,,0.9650,,centiles 5-95 de la loi nulle (PAS un intervalle de confiance),analyses/c7_temoin_verite_appariee.py,/tmp/c7-nul-corrige-baselines-60.pkl
replicat,marginal,"marginale de population par item, valeur de la personne exclue",non,100,20260912,40,3,12,83,0.9720279720,,,,,,,0.9650,,centiles 5-95 de la loi nulle (PAS un intervalle de confiance),analyses/c7_temoin_verite_appariee.py,/tmp/c7-nul-corrige-baselines-60.pkl
replicat,marginal,"marginale de population par item, valeur de la personne exclue",non,100,20260912,40,3,12,84,0.9860139860,,,,,,,0.9650,,centiles 5-95 de la loi nulle (PAS un intervalle de confiance),analyses/c7_temoin_verite_appariee.py,/tmp/c7-nul-corrige-baselines-60.pkl
replicat,marginal,"marginale de population par item, valeur de la personne exclue",non,100,20260912,40,3,12,85,0.9790209790,,,,,,,0.9650,,centiles 5-95 de la loi nulle (PAS un intervalle de confiance),analyses/c7_temoin_verite_appariee.py,/tmp/c7-nul-corrige-baselines-60.pkl
replicat,marginal,"marginale de population par item, valeur de la personne exclue",non,100,20260912,40,3,12,86,0.9860139860,,,,,,,0.9650,,centiles 5-95 de la loi nulle (PAS un intervalle de confiance),analyses/c7_temoin_verite_appariee.py,/tmp/c7-nul-corrige-baselines-60.pkl
replicat,marginal,"marginale de population par item, valeur de la personne exclue",non,100,20260912,40,3,12,87,0.9790209790,,,,,,,0.9650,,centiles 5-95 de la loi nulle (PAS un intervalle de confiance),analyses/c7_temoin_verite_appariee.py,/tmp/c7-nul-corrige-baselines-60.pkl
replicat,marginal,"marginale de population par item, valeur de la personne exclue",non,100,20260912,40,3,12,88,0.9930069930,,,,,,,0.9650,,centiles 5-95 de la loi nulle (PAS un intervalle de confiance),analyses/c7_temoin_verite_appariee.py,/tmp/c7-nul-corrige-baselines-60.pkl
replicat,marginal,"marginale de population par item, valeur de la personne exclue",non,100,20260912,40,3,12,89,0.9790209790,,,,,,,0.9650,,centiles 5-95 de la loi nulle (PAS un intervalle de confiance),analyses/c7_temoin_verite_appariee.py,/tmp/c7-nul-corrige-baselines-60.pkl
replicat,marginal,"marginale de population par item, valeur de la personne exclue",non,100,20260912,40,3,12,90,1.0000000000,,,,,,,0.9650,,centiles 5-95 de la loi nulle (PAS un intervalle de confiance),analyses/c7_temoin_verite_appariee.py,/tmp/c7-nul-corrige-baselines-60.pkl
replicat,marginal,"marginale de population par item, valeur de la personne exclue",non,100,20260912,40,3,12,91,0.9720279720,,,,,,,0.9650,,centiles 5-95 de la loi nulle (PAS un intervalle de confiance),analyses/c7_temoin_verite_appariee.py,/tmp/c7-nul-corrige-baselines-60.pkl
replicat,marginal,"marginale de population par item, valeur de la personne exclue",non,100,20260912,40,3,12,92,0.9720279720,,,,,,,0.9650,,centiles 5-95 de la loi nulle (PAS un intervalle de confiance),analyses/c7_temoin_verite_appariee.py,/tmp/c7-nul-corrige-baselines-60.pkl
replicat,marginal,"marginale de population par item, valeur de la personne exclue",non,100,20260912,40,3,12,93,0.9930069930,,,,,,,0.9650,,centiles 5-95 de la loi nulle (PAS un intervalle de confiance),analyses/c7_temoin_verite_appariee.py,/tmp/c7-nul-corrige-baselines-60.pkl
replicat,marginal,"marginale de population par item, valeur de la personne exclue",non,100,20260912,40,3,12,94,0.9790209790,,,,,,,0.9650,,centiles 5-95 de la loi nulle (PAS un intervalle de confiance),analyses/c7_temoin_verite_appariee.py,/tmp/c7-nul-corrige-baselines-60.pkl
replicat,marginal,"marginale de population par item, valeur de la personne exclue",non,100,20260912,40,3,12,95,0.9860139860,,,,,,,0.9650,,centiles 5-95 de la loi nulle (PAS un intervalle de confiance),analyses/c7_temoin_verite_appariee.py,/tmp/c7-nul-corrige-baselines-60.pkl
replicat,marginal,"marginale de population par item, valeur de la personne exclue",non,100,20260912,40,3,12,96,0.9930069930,,,,,,,0.9650,,centiles 5-95 de la loi nulle (PAS un intervalle de confiance),analyses/c7_temoin_verite_appariee.py,/tmp/c7-nul-corrige-baselines-60.pkl
replicat,marginal,"marginale de population par item, valeur de la personne exclue",non,100,20260912,40,3,12,97,0.9930069930,,,,,,,0.9650,,centiles 5-95 de la loi nulle (PAS un intervalle de confiance),analyses/c7_temoin_verite_appariee.py,/tmp/c7-nul-corrige-baselines-60.pkl
replicat,marginal,"marginale de population par item, valeur de la personne exclue",non,100,20260912,40,3,12,98,0.9790209790,,,,,,,0.9650,,centiles 5-95 de la loi nulle (PAS un intervalle de confiance),analyses/c7_temoin_verite_appariee.py,/tmp/c7-nul-corrige-baselines-60.pkl
replicat,marginal,"marginale de population par item, valeur de la personne exclue",non,100,20260912,40,3,12,99,0.9720279720,,,,,,,0.9650,,centiles 5-95 de la loi nulle (PAS un intervalle de confiance),analyses/c7_temoin_verite_appariee.py,/tmp/c7-nul-corrige-baselines-60.pkl
agregat,marginal,"marginale de population par item, valeur de la personne exclue",non,100,20260912,40,3,12,,,0.9798947065,0.9816303335,0.9510489510,0.9930069930,0.9300699301,1.0000000000,0.9650,false,centiles 5-95 de la loi nulle (PAS un intervalle de confiance),analyses/c7_temoin_verite_appariee.py,/tmp/c7-nul-corrige-baselines-60.pkl
